caseid_new,w1_weight_combo,w1_ppage,w1_ppgender_num,w1_married,w1_q24_met_online,w2_surveyed,w3_surveyed,w1_same_sex_couple_num,w1_relate_duration_in2017_years,w1_q34_score,w2_attrition_adj_weights,w3_attrition_adj_weight
744997.0,1.0743322372436523,19.0,1,0.0,0.0,0,0,0.0,2.0833332538604736,5.0,0.7667275965213776,0.7037667632102966
750887.0,0.463384211063385,28.0,1,0.0,0.0,1,0,0.0,7.833333492279053,4.0,0.4470398724079132,0.7037667632102966
755761.0,0.4304791986942291,53.0,1,1.0,0.0,1,1,0.0,32.25,5.0,0.3934833109378814,0.300139307975769
758697.0,1.0822474956512451,54.0,1,0.0,0.0,0,0,0.0,3.4166667461395264,3.0,0.7667275965213776,0.7037667632102966
760105.0,0.8789374232292175,43.0,0,1.0,0.0,1,0,0.0,20.33333396911621,5.0,0.7009384036064148,0.7037667632102966
765797.0,1.0497947931289673,50.0,1,1.0,0.0,1,1,0.0,9.416666984558104,5.0,1.165430784225464,1.4718236923217771
769207.0,0.8465977907180786,50.0,0,1.0,0.0,1,1,0.0,23.58333396911621,5.0,0.6076282262802124,0.5050491690635681
771859.0,0.7493526935577393,86.0,0,1.0,0.0,0,0,0.0,56.58333206176758,5.0,0.7667275965213776,0.7037667632102966
774843.0,0.1504471153020858,25.0,1,0.0,0.0,1,1,0.0,3.75,3.0,0.4624906778335571,0.9258549809455872
775045.0,0.5271589159965515,25.0,1,0.0,0.0,1,1,0.0,10.083333015441896,5.0,0.6801347136497498,0.7115004062652588
779707.0,1.186503291130066,20.0,1,0.0,0.0,1,1,0.0,2.5833332538604736,5.0,3.1213912963867188,4.010081768035889
782115.0,1.0242396593093872,66.0,1,1.0,0.0,1,1,0.0,43.16666793823242,4.0,0.9286261796951294,0.8094357252120972
782789.0,1.0707138776779177,66.0,1,1.0,0.0,1,1,0.0,48.75,5.0,0.6716868281364441,0.5311146974563599
783399.0,1.4739418029785156,40.0,1,1.0,1.0,1,1,0.0,3.6666667461395264,5.0,1.3970493078231812,1.2936724424362185
783679.0,0.7221013903617859,74.0,0,1.0,0.0,1,1,0.0,27.75,5.0,0.5281608700752258,0.3542918860912323
784141.0,1.0293281078338623,67.0,0,1.0,0.0,1,1,0.0,47.91666793823242,4.0,0.6684551239013672,0.5501864552497864
784503.0,0.9121816754341124,44.0,0,1.0,0.0,0,0,0.0,26.91666603088379,5.0,0.7667275965213776,0.7037667632102966
785119.0,0.911729335784912,84.0,0,1.0,0.0,0,0,0.0,63.75,4.0,0.7667275965213776,0.7037667632102966
792153.0,0.9370583295822144,27.0,1,1.0,1.0,1,1,0.0,2.1666667461395264,5.0,1.3251910209655762,1.0380178689956665
793447.0,0.9894123673439026,24.0,1,1.0,0.0,0,0,0.0,4.583333492279053,5.0,0.7667275965213776,0.7037667632102966
796531.0,0.3768813014030456,80.0,1,0.0,0.0,1,1,0.0,35.16666793823242,4.0,0.3987552523612976,0.2731352150440216
799617.0,1.01881206035614,62.0,1,1.0,0.0,1,0,0.0,44.0,4.0,0.7152343988418579,0.7037667632102966
799683.0,0.9135385751724244,51.0,0,1.0,0.0,1,1,0.0,12.666666984558104,5.0,0.994355857372284,0.8066509962081909
806423.0,0.9674757122993468,63.0,1,1.0,1.0,1,1,0.0,15.0,5.0,0.6838610172271729,0.6047394871711731
808133.0,0.9442951679229736,41.0,0,1.0,0.0,1,0,0.0,22.08333396911621,5.0,0.8591398000717163,0.7037667632102966
810569.0,0.9647619128227234,78.0,1,0.0,0.0,1,1,0.0,14.166666984558104,4.0,0.7409537434577942,0.6815026998519897
811175.0,1.0037729740142822,60.0,0,1.0,0.0,1,1,0.0,35.25,4.0,0.4757823944091797,0.3646634519100189
811943.0,0.7493526935577393,73.0,0,1.0,0.0,1,0,0.0,54.83333206176758,5.0,0.3400989174842834,0.7037667632102966
812199.0,0.8759974241256714,47.0,1,1.0,0.0,0,0,0.0,23.08333396911621,5.0,0.7667275965213776,0.7037667632102966
812769.0,1.132453203201294,63.0,0,1.0,0.0,1,1,0.0,45.08333206176758,5.0,1.1200181245803833,0.9684008359909058
813467.0,1.063024640083313,60.0,1,1.0,0.0,1,1,0.0,37.25,5.0,0.588421642780304,0.7929202318191528
814003.0,0.4846845269203186,19.0,0,0.0,0.0,0,0,1.0,2.0833332538604736,5.0,0.7667275965213776,0.7037667632102966
814285.0,1.6270910501480105,58.0,0,1.0,0.0,1,1,0.0,32.41666793823242,5.0,0.9484341740608216,0.2146024852991104
815831.0,0.230117455124855,53.0,0,1.0,0.0,1,1,0.0,27.83333396911621,3.0,0.1101096123456955,0.1469791978597641
816853.0,2.044521808624268,68.0,1,1.0,0.0,1,1,0.0,52.83333206176758,4.0,1.33099102973938,1.5467883348464966
817367.0,0.9090155363082886,57.0,1,1.0,1.0,1,1,0.0,6.5,5.0,0.6308361291885376,0.5111434459686279
821909.0,0.7880245447158813,53.0,0,1.0,0.0,1,1,0.0,29.66666603088379,5.0,0.4880147576332092,0.4438159763813019
822315.0,0.8465977907180786,48.0,0,1.0,0.0,1,1,0.0,27.16666603088379,5.0,0.6114649772644043,0.5093019604682922
823005.0,1.3263779878616333,62.0,1,0.0,0.0,0,0,0.0,59.08333206176758,5.0,0.7667275965213776,0.7037667632102966
823031.0,1.033172607421875,55.0,1,1.0,0.0,1,1,0.0,29.66666603088379,5.0,0.6591696739196777,0.7371219992637634
828033.0,0.8617498874664307,60.0,0,1.0,0.0,0,0,0.0,40.5,5.0,0.7667275965213776,0.7037667632102966
837121.0,0.9946138262748718,40.0,0,1.0,0.0,0,0,0.0,19.33333396911621,5.0,0.7667275965213776,0.7037667632102966
838597.0,0.8886619210243225,55.0,0,1.0,0.0,1,0,0.0,24.91666603088379,4.0,0.5800382494926453,0.7037667632102966
842437.0,1.0199428796768188,61.0,1,0.0,1.0,1,1,0.0,16.58333396911621,4.0,1.0023431777954102,1.0026384592056274
842845.0,1.1098380088806152,54.0,1,1.0,0.0,0,0,0.0,33.0,5.0,0.7667275965213776,0.7037667632102966
844189.0,0.7805615663528442,48.0,0,0.0,0.0,1,1,0.0,2.9166667461395264,5.0,0.613376796245575,0.571308970451355
844865.0,1.2821654081344604,72.0,1,1.0,0.0,1,1,0.0,51.91666793823242,4.0,1.7733728885650637,1.627626895904541
845161.0,1.1585736274719238,50.0,1,0.0,0.0,0,0,0.0,0.1666666716337204,3.0,0.7667275965213776,0.7037667632102966
846777.0,0.9864724278450012,59.0,1,1.0,0.0,0,0,0.0,37.25,5.0,0.7667275965213776,0.7037667632102966
846827.0,0.9912216067314148,41.0,0,1.0,1.0,1,1,0.0,14.0,5.0,0.644453227519989,0.6989579200744629
847729.0,1.0063737630844116,76.0,0,1.0,0.0,1,0,0.0,54.83333206176758,5.0,0.8012023568153381,0.7037667632102966
853221.0,0.7880245447158813,48.0,0,1.0,0.0,0,1,0.0,26.33333396911621,5.0,0.7667275965213776,0.4509846270084381
853511.0,0.5933082103729248,70.0,0,1.0,0.0,1,0,0.0,49.83333206176758,3.0,0.243370234966278,0.7037667632102966
854869.0,0.8274880051612854,72.0,1,1.0,0.0,1,1,0.0,50.75,5.0,0.6918544173240662,0.6884118318557739
855297.0,1.4581111669540403,49.0,1,1.0,0.0,1,1,0.0,18.08333396911621,4.0,2.295898675918579,2.073923826217652
855367.0,1.3284133672714231,68.0,1,1.0,0.0,1,0,0.0,29.08333396911621,5.0,1.008751630783081,0.7037667632102966
855631.0,1.100339651107788,25.0,0,0.0,1.0,0,0,0.0,0.25,3.0,0.7667275965213776,0.7037667632102966
859445.0,1.4858146905899048,47.0,1,1.0,0.0,1,1,0.0,25.66666603088379,4.0,1.9670876264572144,1.5598936080932615
860465.0,1.0453848838806152,45.0,1,1.0,0.0,0,1,0.0,26.83333396911621,5.0,0.7667275965213776,0.7722223997116089
861113.0,1.2486950159072876,58.0,1,1.0,0.0,1,1,0.0,42.66666793823242,5.0,0.6798548102378845,0.6264805793762207
862185.0,0.8469370007514954,60.0,0,0.0,0.0,0,1,0.0,1.6666666269302368,4.0,0.7667275965213776,0.3563204705715179
867449.0,1.4096016883850098,39.0,1,1.0,0.0,1,1,0.0,4.416666507720947,5.0,1.8318696022033687,1.77061665058136
867567.0,0.8100743293762207,52.0,0,1.0,0.0,1,1,0.0,10.416666984558104,5.0,0.5719878673553467,0.5095557570457458
868743.0,0.9033617973327636,72.0,0,1.0,0.0,1,0,0.0,53.75,5.0,0.5165472030639648,0.7037667632102966
869205.0,1.001850724220276,23.0,1,0.0,1.0,0,0,0.0,0.0,5.0,0.7667275965213776,0.7037667632102966
870777.0,1.025370478630066,54.0,1,1.0,0.0,0,1,0.0,36.75,4.0,0.7667275965213776,0.961293876171112
873917.0,1.3484277725219729,27.0,1,0.0,0.0,1,1,0.0,0.1666666716337204,4.0,1.8714958429336548,1.703707218170166
874193.0,0.9104855060577391,55.0,0,1.0,0.0,1,1,0.0,35.58333206176758,5.0,0.6885251998901367,0.6169190406799316
876181.0,1.0527347326278689,55.0,0,0.0,1.0,1,1,0.0,4.916666507720947,4.0,0.844140887260437,0.9893365502357484
882659.0,0.8556438088417053,62.0,1,1.0,0.0,0,0,0.0,30.41666603088379,5.0,0.7667275965213776,0.7037667632102966
882717.0,0.1322261244058609,58.0,0,0.0,0.0,1,1,1.0,17.83333396911621,5.0,0.0336004495620727,0.0269032530486583
882735.0,0.6534644961357117,66.0,0,1.0,0.0,1,0,0.0,30.08333396911621,5.0,0.370676189661026,0.7037667632102966
888165.0,1.0933289527893066,70.0,1,1.0,0.0,1,0,0.0,54.66666793823242,5.0,1.1653844118118286,0.7037667632102966
892115.0,1.1342624425888062,27.0,1,0.0,0.0,1,1,0.0,9.583333015441896,5.0,1.886553645133972,2.032339096069336
894473.0,0.4723171889781952,74.0,1,1.0,0.0,1,1,0.0,59.08333206176758,4.0,0.3095826506614685,0.3815936744213104
895019.0,0.7954875230789185,43.0,0,1.0,0.0,0,0,0.0,21.25,3.0,0.7667275965213776,0.7037667632102966
900463.0,0.844223141670227,68.0,0,1.0,0.0,1,1,0.0,49.41666793823242,5.0,0.3719761967658996,0.3171606957912445
900883.0,1.347070813179016,58.0,1,1.0,0.0,0,0,0.0,35.75,3.0,0.7667275965213776,0.7037667632102966
903051.0,1.2713100910186768,25.0,0,0.0,0.0,1,1,0.0,1.9166666269302368,5.0,1.756946325302124,1.2740228176116943
903877.0,1.4775601625442505,77.0,1,1.0,0.0,0,0,0.0,18.08333396911621,4.0,0.7667275965213776,0.7037667632102966
905009.0,0.4575042724609375,77.0,0,1.0,0.0,0,0,0.0,38.91666793823242,5.0,0.7667275965213776,0.7037667632102966
908663.0,1.0029815435409546,52.0,1,1.0,0.0,1,1,0.0,29.41666603088379,5.0,0.5733936429023743,0.5179327130317688
912559.0,0.9533412456512452,27.0,1,0.0,1.0,1,0,0.0,2.5833332538604736,4.0,1.032577395439148,0.7037667632102966
916551.0,1.0199428796768188,50.0,0,1.0,0.0,1,1,0.0,18.91666603088379,5.0,0.7056963443756104,0.7494843006134033
924575.0,1.814751982688904,53.0,1,0.0,0.0,1,1,0.0,15.416666984558104,4.0,2.177727222442627,2.497286081314087
933409.0,0.9635180830955504,53.0,1,1.0,0.0,1,0,0.0,10.583333015441896,5.0,0.8733417987823486,0.7037667632102966
948417.0,0.8100743293762207,54.0,0,1.0,0.0,1,1,0.0,19.41666603088379,4.0,0.6253042221069336,0.5258686542510986
957155.0,1.0612154006958008,52.0,1,1.0,0.0,1,1,0.0,33.08333206176758,3.0,1.555259346961975,1.7368501424789429
958953.0,1.6392583847045898,41.0,0,1.0,1.0,0,0,0.0,12.5,4.0,0.7667275965213776,0.7037667632102966
959621.0,1.325247287750244,39.0,1,1.0,0.0,1,1,0.0,16.16666603088379,3.0,1.4648154973983765,1.471383571624756
960583.0,0.9520974159240724,79.0,0,1.0,0.0,0,0,0.0,42.41666793823242,5.0,0.7667275965213776,0.7037667632102966
962359.0,0.3419409096240997,68.0,0,0.0,1.0,1,1,0.0,0.0,4.0,0.196071520447731,0.2337957322597503
964713.0,1.4267892837524414,74.0,1,1.0,0.0,1,1,0.0,41.0,5.0,1.427784442901611,1.5201305150985718
965707.0,0.2776221930980682,45.0,1,1.0,0.0,0,0,0.0,16.83333396911621,4.0,0.7667275965213776,0.7037667632102966
968469.0,0.8816512227058411,62.0,0,1.0,0.0,0,0,0.0,27.41666603088379,5.0,0.7667275965213776,0.7037667632102966
978397.0,0.9282384514808656,70.0,1,1.0,0.0,0,1,0.0,33.08333206176758,4.0,0.7667275965213776,0.4963236451148987
981251.0,0.7756993174552917,64.0,0,1.0,0.0,1,1,0.0,46.08333206176758,5.0,0.5488474369049072,0.4470305144786834
981685.0,0.9135385751724244,48.0,0,1.0,0.0,1,1,0.0,30.25,4.0,0.8079798221588135,0.6909197568893433
982323.0,1.1866164207458496,60.0,1,0.0,0.0,1,1,0.0,8.5,5.0,0.6417616605758667,0.7181532979011536
983511.0,1.0428972244262695,50.0,1,0.0,0.0,1,1,0.0,3.9166667461395264,5.0,0.9709461331367492,0.9378527402877808
985963.0,1.2019946575164795,64.0,0,1.0,0.0,1,1,0.0,47.16666793823242,5.0,1.1301213502883911,0.889726996421814
989811.0,0.9102594256401062,56.0,0,1.0,0.0,1,0,0.0,35.58333206176758,4.0,0.6758188605308533,0.7037667632102966
999245.0,0.4299138188362121,55.0,1,0.0,0.0,0,1,0.0,0.5,4.0,0.7667275965213776,0.4541102349758148
999415.0,0.9580904245376588,52.0,0,1.0,0.0,1,1,0.0,26.5,5.0,0.6074481010437012,0.4102393388748169
1000121.0,0.524445116519928,59.0,1,1.0,0.0,0,1,0.0,42.83333206176758,5.0,0.7667275965213776,0.4557067453861236
1000407.0,1.013610601425171,64.0,0,1.0,0.0,1,1,0.0,41.5,4.0,0.687980592250824,0.5688462257385254
1001637.0,1.1947578191757202,55.0,1,1.0,0.0,1,1,0.0,22.91666603088379,4.0,0.9806788563728333,0.907191038131714
1001903.0,0.7805615663528442,57.0,0,1.0,0.0,0,1,0.0,38.41666793823242,4.0,0.7667275965213776,0.2898063659667969
1002587.0,1.3283002376556396,40.0,1,1.0,0.0,1,1,0.0,21.91666603088379,5.0,1.3725216388702393,0.9957939982414246
1004329.0,1.0183597803115845,21.0,1,1.0,0.0,1,1,0.0,1.9166666269302368,5.0,2.3779098987579346,3.303126335144043
1011851.0,1.2045954465866089,38.0,1,1.0,0.0,1,1,0.0,15.75,4.0,1.156105637550354,1.046102523803711
1016635.0,1.6392583847045898,43.0,0,1.0,0.0,1,0,0.0,6.833333492279053,5.0,1.7272964715957642,0.7037667632102966
1017969.0,1.3384770154953003,64.0,1,0.0,0.0,1,0,0.0,23.08333396911621,3.0,1.3998843431472778,0.7037667632102966
1018305.0,0.7426811456680298,75.0,0,1.0,0.0,0,0,0.0,39.66666793823242,5.0,0.7667275965213776,0.7037667632102966
1021941.0,1.083491325378418,39.0,0,1.0,0.0,1,0,0.0,15.5,5.0,0.8766067624092102,0.7037667632102966
1025093.0,0.8516861796379089,84.0,0,1.0,0.0,0,0,0.0,61.66666793823242,4.0,0.7667275965213776,0.7037667632102966
1026725.0,1.1660367250442505,27.0,1,0.0,0.0,1,1,0.0,2.75,5.0,1.2005887031555176,1.6740810871124268
1033007.0,0.7493526935577393,62.0,0,1.0,0.0,1,1,0.0,27.08333396911621,3.0,0.4782496690750122,0.3241579830646515
1037231.0,1.033172607421875,58.0,1,1.0,0.0,1,0,0.0,41.66666793823242,5.0,0.541847825050354,0.7037667632102966
1049013.0,0.908450186252594,73.0,1,1.0,0.0,1,1,0.0,52.16666793823242,5.0,0.6563429236412048,0.5482575297355652
1053135.0,0.9090155363082886,45.0,1,1.0,0.0,0,1,0.0,20.08333396911621,3.0,0.7667275965213776,0.7040584087371826
1053391.0,1.253557205200195,26.0,0,0.0,0.0,1,0,0.0,3.5,5.0,1.84909987449646,0.7037667632102966
